X,target_group,ARE,IEG,variable,value
DHX9,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.03512749198822
LAMC1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.54553516696752
NMNAT2,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.10420948583617
SMG7,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.86440644454935
RGL1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.97126044364342
C1orf21,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.77268373659469
RNF2,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.80552653298826
TRMT1L,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.92112719379834
AL356273.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,6.62525945376148
IVNS1ABP,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.91081642938013
HMCN1,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.86131459344915
PRG4,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.99382445605761
TPR,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.65365443379619
C1orf27,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.90685660614233
PTGS2,100-999,ARE,IEG,condHeLa_RMD_rep1_hl,3.67605745118493
BRINP3,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.0080670618035
RGS2,100-999,ARE,IEG,condHeLa_RMD_rep1_hl,2.57048076716597
UCHL5,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.00906879245754
GLRX2,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.90526309287261
CDC73,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.49962099881624
ZBTB41,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.54192611810706
CRB1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.77667346408981
DENND1B,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.9392278424676
MIR181A1HG,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.47573136893794
LINC00862,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.89616796877197
KIF14,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.64362302322656
DDX59,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.26769683438349
CAMSAP2,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.71497367759931
KIF21B,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.02098266649336
TMEM9,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.09248348386663
PHLDA3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.15852589080886
NAV1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.18904348673254
IPO9,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.70008715037415
SHISA4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.32171515451717
LMOD1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.64459525368552
TIMM17A,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.00672836747633
AC099676.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.5884262934502
ELF3-AS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.69263259140578
ELF3,1000-4999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.16288379089514
ARL8A,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.89137241416139
PPP1R12B,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.76865393457936
KDM5B,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.204108013957
RABIF,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.54277005283594
KLHL12,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.19144224555065
ADORA1,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.81538730821581
BTG2,1000-4999,non-ARE,IEG,condHeLa_RMD_rep1_hl,3.31033859210811
ATP2B4,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.1411256328346
SNRPE,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.3897835912287
SOX13,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.04080303379369
AL592146.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.96750576283739
PLEKHA6,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.04958448988215
PPP1R15B,1000-4999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.25191203638455
PIK3C2B,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.76790437728417
MDM4,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.06736004227172
LRRN2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.42163103078397
TMEM81,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.52541269078709
RBBP5,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.83463390227412
DSTYK,0,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.35878742263115
TMCC2,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.93701508783724
NUAK2,100-999,ARE,IEG,condHeLa_RMD_rep1_hl,1.78778025787691
BLACAT1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.99278586612885
ELK4,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.91496568887065
SLC45A3,0,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.92645350389014
RAB29,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.23690221830206
SLC41A1,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.07518602799906
FAM72A,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.784994764239
SRGAP2,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.69751637202179
IKBKE,nontarget,non-ARE,IEG,condHeLa_RMD_rep1_hl,4.00029596634629
RASSF5,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.15512889859603
AC244034.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.55439648379811
DYRK3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.03679268647413
MAPKAPK2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.73261093685693
YOD1,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.68310584258352
PFKFB2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.82063618754991
AL445493.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.46517422283462
CD55,1000-4999,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.6837756719407
C1orf132,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.05591199427541
LAMB3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.43590179594374
C1orf74,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,1.71553262706048
DIEXF,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.56639811024559
SERTAD4-AS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.37825637260566
SERTAD4,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.73828349231132
AL590132.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.87809493118965
RCOR3,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.69246482632846
TRAF5,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.65235806016361
LINC00467,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.54229539053792
SLC30A1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.13345529572477
AL356310.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.79969132377152
DTL,0,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.81796278523742
PPP2R5A,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.3024599655502
TMEM206,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.03441208119703
AC092803.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.93982319687337
ATF3,nontarget,non-ARE,IEG,condHeLa_RMD_rep1_hl,2.38249412397821
FLVCR1-AS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.189969181004
FLVCR1,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.69791477010607
ANGEL2,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.27285797962337
RPS6KC1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.31972141626429
PTPN14,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.21073570978302
CENPF,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.57412637371414
KCTD3,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.55892691570001
GPATCH2,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.68168906929173
RRP15,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.43793778822083
TGFB2,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.9740575764084
BPNT1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.92146533677159
RAB3GAP2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.46329646419977
MARK1,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.48155481714289
MARC2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.73200826862267
MARC1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.24491086599092
DUSP10,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,1.95191493540295
TAF1A,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.21357384758928
MIA3,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.25175840865155
AL392172.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.85778909393018
DISP1,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.63586257912461
TP53BP2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.65060284943598
AC138393.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.23204003494089
FBXO28,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.85829727830838
DEGS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.47347273819042
NVL,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.04114835783981
CNIH4,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.81577016480624
WDR26,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.29960566512971
LBR,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.23706926229569
AC092811.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.91971551351332
EPHX1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.19423422881815
AL591895.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,7.7707151037518
TMEM63A,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.92694761879909
PYCR2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.62476362948929
SDE2,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.08205705168275
ACBD3,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.84562833266068
LIN9,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.99172256661363
CDC42BPA,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.85298045175946
ZNF678,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.88663911313679
SNAP47,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.94799082716536
JMJD4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.54016844065902
WNT9A,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.44903219890115
AL136379.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.64111680566917
C1orf35,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.58367673747273
MRPL55,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.56065324672727
GJC2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.27171888551744
IBA57-AS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,6.64957313314413
IBA57,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.98969311383222
OBSCN-AS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.50068657799592
OBSCN,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.04722518063343
TRIM11,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,1.92122115711932
HIST3H2A,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.74966938227327
AL139288.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.67252830278582
RNF187,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.38913818513115
RHOU,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,1.97786354452308
CCSAP,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.65673267342076
ABCB10,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.353403393397
TAF5L,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.21274510726819
GALNT2,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.16915587619369
PGBD5,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.35446973875167
C1orf198,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.01886753629907
TTC13,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.42720079201883
C1orf131,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.95621829808358
EXOC8,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,1.97012639444407
SPRTN,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.94569676771388
EGLN1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.90875613020341
DISC1,0,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.19393469090886
SIPA1L2,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.4689370096424
NTPCR,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.41331099836317
PCNX2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.92488682711614
MAP3K21,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.86790734351085
KCNK1,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.24524830558583
SLC35F3,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.77915928180225
COA6,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.17383672782104
IRF2BP2,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.71983760739431
FP700125.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.36908165956647
RBM34,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.90362983502744
ARID4B,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.35055651552065
GGPS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.6623738389698
B3GALNT2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.40229589531303
LYST,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.19032083961923
LGALS8,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.37408514256479
HEATR1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.29560758966887
MTR,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.20962497640228
RYR2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.8821425594762
OPN3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.94643385331837
CHML,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.40129988969843
EXO1,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.91924550355872
CEP170,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.47003670294045
SDCCAG8,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.86075503800001
ADSS,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.44469771867376
DESI2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.90694459667033
COX20,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.12674033773929
HNRNPU,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.49308157980041
EFCAB2,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.87900181987865
TFB2M,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.99957219579955
CNST,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.08120561061388
AL591623.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.67252830278582
AL591848.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.03461105127922
LINC01341,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.48667196543032
AHCTF1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.79692838284943
ZNF695,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.24653473139377
ZNF670,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.81342507423689
ZNF124,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.08516282135498
AL390728.6,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.42784791962276
ZNF496,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.69106948149499
SH3BP5L,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.43101921665836
ZNF672,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.98678193331748
ZNF692,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.76643256885565
PGBD2,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.64865737036955
SLC30A3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.89464545570804
INPP4A,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.0049360846719
RHOB,5000-more,non-ARE,IEG,condHeLa_RMD_rep1_hl,1.43041993094964
EHBP1,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.91012140716135
PELI1,100-999,non-ARE,IEG,condHeLa_RMD_rep1_hl,2.27815850845242
AAK1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.82753941223944
FBXO41,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.96085136193991
TSN,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.14351334037928
IFIH1,1-9,non-ARE,IEG,condHeLa_RMD_rep1_hl,2.87934355509253
FAM117B,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.28200426514862
ZDBF2,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.68935667943386
DNAJB2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.91917344718225
CAB39,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.93399566002974
LRRFIP1,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.5945398581834
FAM110C,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.44211991791654
SH3YL1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.83030267986288
TMEM18,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.55170564416445
MYT1L,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.98597516691191
EIPR1-IT1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.47645320093296
TRAPPC12,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.45241642231707
AC231981.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.40654249437741
AC108488.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.18568374507668
RNASEH1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.4765114969594
RNASEH1-AS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.06240605947133
LINC01814,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.78896572421456
ID2,1000-4999,ARE,IEG,condHeLa_RMD_rep1_hl,2.34921627694753
ASAP2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.52866632535718
ITGB1BP1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.51218383738454
CPSF3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.40554662575518
ADAM17,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.47853517562297
TAF1B,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.75888094165363
GRHL1,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.34114039369194
AC104794.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.32822444142107
KLF11,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,1.63448479837961
RRM2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.22830179530756
AC007240.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.1888066474573
C2orf48,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.34966713377882
ODC1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.90280081245784
NOL10,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.16618451744213
RN7SL832P,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.03509623814716
ROCK2,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.31696178908046
LINC00570,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.89494077571874
E2F6,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.03776241553825
LPIN1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.46674515267451
SMC6,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.51512700993284
GEN1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.00607062121019
RDH14,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.13312902524366
TTC32,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.95691265653663
WDR35,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.29525429147724
LAPTM4A,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.06625873299423
SDC1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.9322559123947
PUM2,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.4341055789209
LDAH,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.69854866333563
KLHL29,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.27218541352298
ATAD2B,0,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.60009232915125
UBXN2A,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.15194470210726
WDCP,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.07377059299727
ITSN2,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.42946465950474
NCOA1,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.6923550595615
PTRHD1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.25563975366826
CENPO,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.9028013677628
AC012073.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.67594962099323
DNAJC27,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.98533019075493
EFR3B,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.41300596442353
DNMT3A,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.85869433992235
DTNB,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.4440997861772
ASXL2,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.70574734532052
KIF3C,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.21980055095122
RAB10,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.3705572205582
GAREM2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.29931374546622
SELENOI,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.15086972691092
OTOF,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.36694628145802
KCNK3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.87936892341222
SLC35F6,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.89281948057493
CENPA,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.69357970513231
TMEM214,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.14807861988227
EMILIN1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.24924745017546
KHK,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.92870536708149
PREB,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.7298780534213
SLC5A6,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.90656815499687
ATRAID,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.45549384049424
CAD,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.0355360941131
UCN,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.55674503798145
GTF3C2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.65828514358899
AC074117.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.9416360791215
EIF2B4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.01819292839879
ZNF513,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.94141123975151
PPM1G,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.0246108949175
IFT172,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.41226572605068
ZNF512,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.30736847741514
CCDC121,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.09038793946838
SUPT7L,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.45370665123103
SLC4A1AP,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.5609234626797
MRPL33,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.71918306278821
RBKS,0,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.50042783966843
FOSL2,100-999,ARE,IEG,condHeLa_RMD_rep1_hl,1.89942492872378
